d1804141221_drk.fits|Apr 14 2018 00:37:55|58222.026331018526
d1804151322_drk.fits|Apr 15 2018 00:54:51|58223.038090277776
d1804161723_drk.fits|Apr 16 2018 04:00:02|58224.166689814825
d1804171424_drk.fits|Apr 17 2018 02:01:06|58225.08409722223
d190320201_drk.fits|Mar 19 2019 20:37:35|58561.85943287037
d190322132_drk.fits|Mar 22 2019 00:17:17|58564.01200231481
d190323133_drk.fits|Mar 23 2019 00:40:07|58565.0278587963
d190324134_drk.fits|Mar 24 2019 10:10:37|58566.42403935185
d190325135_drk.fits|Mar 25 2019 02:03:23|58567.08568287037
d190326136_drk.fits|Mar 26 2019 00:24:16|58568.016851851855
d190327137_drk.fits|Mar 27 2019 00:36:30|58569.02534722224
d190328138_drk.fits|Mar 28 2019 00:00:45|58570.00052083332
d190329139_drk.fits|Mar 29 2019 00:13:32|58571.00939814816
d1903301310_drk.fits|Mar 30 2019 00:17:50|58572.01238425926
d1903311311_drk.fits|Mar 31 2019 00:00:45|58573.00052083332
d1904011312_drk.fits|Apr 01 2019 00:39:34|58574.027476851836
d1904021313_drk.fits|Apr 02 2019 00:00:44|58575.000509259255
d1904031314_drk.fits|Apr 03 2019 00:10:26|58576.00724537037
d1904041315_drk.fits|Apr 04 2019 00:09:35|58577.00665509259
d1904051316_drk.fits|Apr 05 2019 01:19:22|58578.05511574074
d1904061317_drk.fits|Apr 06 2019 00:00:45|58579.00052083332
d1904071318_drk.fits|Apr 07 2019 00:13:58|58580.00969907407
d1904081319_drk.fits|Apr 08 2019 09:08:34|58581.38094907408
d1904091120_drk.fits|Apr 09 2019 07:30:03|58582.31253472222
d1904101321_drk.fits|Apr 10 2019 03:48:44|58583.158842592595
d1904111322_drk.fits|Apr 11 2019 00:50:51|58584.0353125
d1904121323_drk.fits|Apr 12 2019 02:20:57|58585.09788194444
d1904121524_drk.fits|Apr 12 2019 17:41:02|58585.7368287037
d1904141825_drk.fits|Apr 14 2019 00:00:43|58587.00049768519
d190905221_drk.fits|Sep 04 2019 18:25:07|58730.76744212963
d190907132_drk.fits|Sep 07 2019 00:15:15|58733.01059027778
d190908133_drk.fits|Sep 08 2019 00:00:44|58734.00050925926
d190909134_drk.fits|Sep 09 2019 04:41:17|58735.195335648146
d190910135_drk.fits|Sep 10 2019 02:00:03|58736.08336805556
d190911136_drk.fits|Sep 11 2019 00:00:44|58737.00050925926
d190912137_drk.fits|Sep 12 2019 02:30:28|58738.10449074074
d190913138_drk.fits|Sep 13 2019 04:10:35|58739.1740162037
d190914139_drk.fits|Sep 14 2019 00:29:14|58740.02030092593
d1909151310_drk.fits|Sep 15 2019 00:18:44|58741.01300925926
d1909161311_drk.fits|Sep 16 2019 08:36:03|58742.35836805555
d1909171312_drk.fits|Sep 17 2019 00:00:45|58743.00052083333
d1909181313_drk.fits|Sep 18 2019 00:10:31|58744.00730324074
d1909191314_drk.fits|Sep 19 2019 03:57:21|58745.164826388886
d1909201115_drk.fits|Sep 20 2019 00:00:46|58746.00053240741
d1909211316_drk.fits|Sep 21 2019 00:00:46|58747.00053240741
d1909221117_drk.fits|Sep 22 2019 04:58:36|58748.20736111111
d1909231118_drk.fits|Sep 23 2019 01:47:27|58749.07461805556
d1909231319_drk.fits|Sep 23 2019 20:19:54|58749.84715277778
d190925920_drk.fits|Sep 25 2019 05:13:24|58751.21763888889
d1909251321_drk.fits|Sep 25 2019 10:41:09|58751.445243055554
d1909271022_drk.fits|Sep 27 2019 03:29:49|58753.14570601852
d1909281523_drk.fits|Sep 28 2019 19:25:23|58754.80929398148
d1909302124_drk.fits|Sep 30 2019 16:25:50|58756.68460648148
