d180126211_drk.fits|Jan 25 2018 22:57:06|58143.956319444434
d180128112_drk.fits|Jan 28 2018 04:50:35|58146.20179398148
d180129163_drk.fits|Jan 29 2018 17:54:58|58147.74650462963
d180131114_drk.fits|Jan 31 2018 12:38:14|58149.526550925926
d180131155_drk.fits|Jan 31 2018 16:19:42|58149.680347222224
d180202136_drk.fits|Feb 02 2018 00:31:56|58151.02217592593
d180202147_drk.fits|Feb 02 2018 15:22:51|58151.640868055554
d180203158_drk.fits|Feb 03 2018 17:56:21|58152.747465277775
d180205139_drk.fits|Feb 05 2018 14:35:14|58154.60780092593
d1802061310_drk.fits|Feb 06 2018 07:01:09|58155.29246527777
d1802071311_drk.fits|Feb 07 2018 03:33:17|58156.14811342593
d1802081312_drk.fits|Feb 08 2018 02:06:49|58157.08806712962
d1802091313_drk.fits|Feb 09 2018 00:00:39|58158.000451388885
d1802101314_drk.fits|Feb 10 2018 01:32:31|58159.064247685186
d1802111315_drk.fits|Feb 11 2018 04:08:46|58160.17275462963
d1802121316_drk.fits|Feb 12 2018 11:31:38|58161.48030092593
d1802131317_drk.fits|Feb 13 2018 13:40:19|58162.569664351846
d1802141318_drk.fits|Feb 14 2018 04:21:37|58163.18167824074
d1802151319_drk.fits|Feb 15 2018 03:21:42|58164.140069444446
d1802161320_drk.fits|Feb 16 2018 07:52:55|58165.328414351854
d1802171321_drk.fits|Feb 17 2018 03:01:00|58166.12569444445
d1802181822_drk.fits|Feb 18 2018 05:15:26|58167.21905092593
d180222221_drk.fits|Feb 21 2018 18:48:37|58170.78376157407
d180224132_drk.fits|Feb 24 2018 00:07:10|58173.00497685184
d180225133_drk.fits|Feb 25 2018 02:07:49|58174.08876157407
d180226134_drk.fits|Feb 26 2018 01:42:02|58175.070856481485
d180227135_drk.fits|Feb 27 2018 01:39:57|58176.06940972223
d180228136_drk.fits|Feb 28 2018 00:00:38|58177.000439814816
d180301137_drk.fits|Mar 01 2018 01:34:53|58178.0658912037
d180302138_drk.fits|Mar 02 2018 00:00:38|58179.000439814816
d180303139_drk.fits|Mar 03 2018 01:45:27|58180.07322916666
d1803041310_drk.fits|Mar 04 2018 00:09:28|58181.00657407408
d1803051311_drk.fits|Mar 05 2018 06:58:51|58182.290868055556
d1803061312_drk.fits|Mar 06 2018 02:25:39|58183.10114583332
d1803071313_drk.fits|Mar 07 2018 01:10:50|58184.049189814825
d1803081314_drk.fits|Mar 08 2018 00:00:41|58185.00047453704
d1803091515_drk.fits|Mar 09 2018 00:27:04|58186.018796296295
d1803101316_drk.fits|Mar 10 2018 00:23:00|58187.01597222222
d1803111117_drk.fits|Mar 11 2018 00:25:27|58188.01767361111
d1803121318_drk.fits|Mar 12 2018 00:00:42|58189.00048611112
d1803141319_drk.fits|Mar 14 2018 10:48:58|58191.4506712963
d1803141420_drk.fits|Mar 14 2018 11:29:54|58191.47909722224
d1803161121_drk.fits|Mar 16 2018 00:15:27|58193.01072916666
d1803171322_drk.fits|Mar 17 2018 00:00:43|58194.00049768519
d180318923_drk.fits|Mar 18 2018 00:38:29|58195.02672453704
d1803191124_drk.fits|Mar 19 2018 00:09:31|58196.0066087963
d1803191125_drk.fits|Mar 19 2018 14:15:27|58196.5940625
d1803211626_drk.fits|Mar 21 2018 14:53:59|58198.62082175926
d180325201_drk.fits|Mar 24 2018 08:39:35|58201.360821759255
d180326132_drk.fits|Mar 26 2018 00:40:27|58203.028090277774
d180327133_drk.fits|Mar 27 2018 00:54:03|58204.03753472223
d180328134_drk.fits|Mar 28 2018 03:22:29|58205.14061342593
d180329115_drk.fits|Mar 29 2018 00:46:49|58206.03251157407
d180330136_drk.fits|Mar 30 2018 04:40:23|58207.19471064815
d180331137_drk.fits|Mar 31 2018 04:36:42|58208.192152777774
d180401138_drk.fits|Apr 01 2018 09:31:29|58209.39686342593
d180402139_drk.fits|Apr 02 2018 07:24:36|58210.30875
d1804031310_drk.fits|Apr 03 2018 00:41:05|58211.02853009259
d1804041511_drk.fits|Apr 04 2018 08:37:02|58212.35905092593
d1804051312_drk.fits|Apr 05 2018 00:48:00|58213.03333333332
d1804061313_drk.fits|Apr 06 2018 03:51:22|58214.1606712963
d1804071314_drk.fits|Apr 07 2018 06:18:06|58215.262569444436
d1804081115_drk.fits|Apr 08 2018 05:40:11|58216.236238425925
d1804091116_drk.fits|Apr 09 2018 05:48:16|58217.241851851846
d1804101217_drk.fits|Apr 10 2018 02:41:59|58218.112488425926
d1804111218_drk.fits|Apr 11 2018 22:02:48|58219.91861111111
d1804121119_drk.fits|Apr 12 2018 11:06:26|58220.462800925925
d1804131320_drk.fits|Apr 13 2018 09:12:28|58221.383657407416
